ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue,Label
99,111,114,114,101,99,116,0,0,0,0,0,0.011623180540196443,206
102,114,101,113,117,101,110,116,0,0,0,0,0.011616536372068371,206
103,117,101,115,116,0,0,0,0,0,0,0,0.011611328542818199,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011605642204963601,206
115,117,112,112,108,105,101,100,0,0,0,0,0.011599074839729408,206
105,110,118,97,108,105,100,0,0,0,0,0,0.011593090523251796,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01158760580890105,206
99,111,114,114,101,99,116,0,0,0,0,0,0.01158150920723588,206
100,101,108,101,116,101,0,0,0,0,0,0,0.011576121849323336,206
105,110,102,111,114,109,97,116,105,111,110,0,0.01156940987449462,206
102,105,101,108,100,0,0,0,0,0,0,0,0.011564681641682995,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011558726818361174,206
99,111,110,102,105,114,109,101,100,0,0,0,0.011552346460927022,206
114,101,102,101,114,0,0,0,0,0,0,0,0.011547451036648136,206
112,101,110,100,105,110,103,0,0,0,0,0,0.011541569168212846,206
112,114,111,99,101,115,115,0,0,0,0,0,0.011535393557068374,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011530424297902757,206
117,110,97,98,108,101,0,0,0,0,0,0,0.01152505863672634,206
112,114,111,118,105,100,101,0,0,0,0,0,0.011518977401886414,206
105,116,105,110,101,114,97,114,121,0,0,0,0.011512296137166398,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011506746604083642,206
114,101,115,101,114,118,97,116,105,111,110,0,0.011500039652782169,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011494681379360161,206
116,114,121,0,0,0,0,0,0,0,0,0,0.01149102626332321,206
109,97,107,101,0,0,0,0,0,0,0,0,0.011487039194182523,206
114,101,115,101,114,118,97,116,105,111,110,0,0.01148037342753127,206
108,97,116,101,114,0,0,0,0,0,0,0,0.011475516469792373,206
116,105,109,101,0,0,0,0,0,0,0,0,0.01147134933456035,206
109,97,120,105,109,117,109,0,0,0,0,0,0.01146529519301216,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011459810414231919,206
112,101,114,115,111,110,115,0,0,0,0,0,0.011453636461631207,206
112,101,114,0,0,0,0,0,0,0,0,0,0.011450288604967898,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011445984760840947,206
101,120,99,101,101,100,101,100,0,0,0,0,0.011440224892202616,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011435930944630598,206
99,97,112,97,99,105,116,121,0,0,0,0,0.011429924939838416,206
98,101,121,111,110,100,0,0,0,0,0,0,0.01142457742171299,206
109,97,120,105,109,117,109,0,0,0,0,0,0.01141859330292854,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011413169786959328,206
97,108,108,111,119,101,100,0,0,0,0,0,0.011407451810947664,206
109,117,108,116,105,114,111,111,109,0,0,0,0.011400781682222976,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011395071427934519,206
109,117,115,116,0,0,0,0,0,0,0,0,0.01139068683179573,206
100,105,102,102,101,114,101,110,116,117,110,105,0.01138600567524545,206
103,117,101,115,116,0,0,0,0,0,0,0,0.011381079526701596,206
110,97,109,101,0,0,0,0,0,0,0,0,0.011377162110237371,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011372933500785921,206
112,108,101,97,115,101,0,0,0,0,0,0,0.011367742915838643,206
99,111,114,114,101,99,116,0,0,0,0,0,0.011361983490631151,206
105,110,102,111,114,109,97,116,105,111,110,115,0.011355831561657757,206
112,111,115,116,0,0,0,0,0,0,0,0,0.01135152479745977,206
114,101,115,101,114,118,97,116,105,111,110,0,0.011345139912286308,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011339821697703529,206
114,111,111,109,115,0,0,0,0,0,0,0,0.011334862556486663,206
114,101,113,117,101,115,116,101,100,0,0,0,0.011328578716057134,206
103,114,101,97,116,101,114,0,0,0,0,0,0.011322970357982408,206
109,97,120,105,109,117,109,0,0,0,0,0,0.0113171484769883,206
110,117,109,98,101,114,0,0,0,0,0,0,0.01131186730375587,206
114,111,111,109,115,0,0,0,0,0,0,0,0.011306941426364446,206
97,108,108,111,119,101,100,0,0,0,0,0,0.011301385867572655,206
112,101,114,0,0,0,0,0,0,0,0,0,0.01129815511282781,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011292600720580293,206
114,101,113,117,101,115,116,101,100,0,0,0,0.011286391023295525,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011281149929206922,206
110,105,103,104,116,115,0,0,0,0,0,0,0.011275871511444907,206
108,101,115,115,0,0,0,0,0,0,0,0,0.01127180951787231,206
109,105,110,105,109,117,109,0,0,0,0,0,0.011266084603554674,206
110,117,109,98,101,114,0,0,0,0,0,0,0.011260869099996206,206
110,105,103,104,116,115,0,0,0,0,0,0,0.011255616410124802,206
114,101,113,117,105,114,101,100,0,0,0,0,0.01124969525432059,206
115,116,97,121,0,0,0,0,0,0,0,0,0.011245548526402045,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011241449049484637,206
114,97,116,101,0,0,0,0,0,0,0,0,0.01123753842631799,206
99,104,97,110,103,101,100,0,0,0,0,0,0.011232406893095369,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011228319386683307,206
116,121,112,101,0,0,0,0,0,0,0,0,0.011224181047925478,206
114,97,116,101,0,0,0,0,0,0,0,0,0.011220285292175667,206
115,101,108,101,99,116,101,100,0,0,0,0,0.01121467825299614,206
108,111,110,103,101,114,0,0,0,0,0,0,0.011209548779285263,206
97,118,97,105,108,97,98,108,101,0,0,0,0.011204010729018866,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01119903625343523,206
99,104,111,111,115,101,0,0,0,0,0,0,0.011193992270870675,206
97,110,111,116,104,101,114,0,0,0,0,0,0.011188498396396206,206
115,101,108,101,99,116,101,100,0,0,0,0,0.011182941113011852,206
114,111,111,109,0,0,0,0,0,0,0,0,0.0111789008094262,206
115,111,108,100,0,0,0,0,0,0,0,0,0.01117498226781423,206
112,114,111,98,108,101,109,0,0,0,0,0,0.011169515225653572,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011164141926196148,206
99,111,109,109,117,110,105,99,97,116,105,110,0.01115898034375633,206
98,97,99,107,101,110,100,0,0,0,0,0,0.011153978580012295,206
115,117,112,112,108,105,101,114,0,0,0,0,0.01114801807283756,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011142679306712632,206
119,105,108,108,0,0,0,0,0,0,0,0,0.011138733081915118,206
114,101,115,111,108,118,101,100,0,0,0,0,0.01113296761310166,206
97,117,116,111,109,97,116,105,99,97,108,108,0.01112775534880789,206
119,105,116,104,105,110,0,0,0,0,0,0,0.011122617088619677,206
109,105,110,117,116,101,115,0,0,0,0,0,0.011117020414119631,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01111216071300908,206
112,114,111,99,101,115,115,0,0,0,0,0,0.011106642713855992,206
100,117,112,108,105,99,97,116,101,0,0,0,0.01110100238200147,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011095733693946605,206
105,116,105,110,101,114,97,114,121,0,0,0,0.01108981734400608,206
99,104,101,99,107,0,0,0,0,0,0,0,0.011085680912790174,206
109,97,100,101,0,0,0,0,0,0,0,0,0.011082138361675348,206
99,111,110,102,105,114,109,0,0,0,0,0,0.011076843686918513,206
115,116,97,116,117,115,0,0,0,0,0,0,0.011071593791829879,206
98,111,111,107,105,110,103,0,0,0,0,0,0.011066366177756432,206
97,116,116,101,109,112,116,0,0,0,0,0,0.01106091557962097,206
112,114,111,98,108,101,109,0,0,0,0,0,0.011055619302396198,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011051203916522402,206
114,111,111,109,0,0,0,0,0,0,0,0,0.011047293402059127,206
114,101,115,101,114,118,97,116,105,111,110,0,0.011041507759694898,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01103674310394602,206
115,101,108,101,99,116,0,0,0,0,0,0,0.011031921734424296,206
97,110,111,116,104,101,114,0,0,0,0,0,0.011026667056108889,206
100,97,116,101,0,0,0,0,0,0,0,0,0.011023102185896826,206
100,105,102,102,101,114,101,110,116,0,0,0,0.011017641656441255,206
104,111,116,101,108,0,0,0,0,0,0,0,0.011013268726510744,206
116,114,121,0,0,0,0,0,0,0,0,0,0.01101000091199442,206
112,114,111,100,117,99,116,0,0,0,0,0,0.011004611169778987,206
99,117,114,114,101,110,116,108,121,0,0,0,0.010998674641345935,206
97,118,97,105,108,97,98,108,101,0,0,0,0.010993481202774828,206
99,111,109,111,114,98,105,116,122,116,98,115,0.011059620333058212,206
112,114,111,109,111,116,101,100,0,0,0,0,0.011053998533469911,206
117,110,112,114,111,109,111,116,101,100,0,0,0.011048108188205428,206
115,101,108,108,114,97,116,101,115,0,0,0,0.011042435991262521,206
114,101,112,114,105,99,101,0,0,0,0,0,0.011037311349721792,206
110,117,108,108,110,116,97,116,0,0,0,0,0.01103164494590107,206
99,111,109,111,114,98,105,116,122,116,98,115,0.011569301196794442,206
99,111,109,111,114,98,105,116,122,116,98,115,0.012020424637116025,206
99,111,109,111,114,98,105,116,122,116,98,115,0.012768398350228905,206
112,114,111,100,117,99,116,0,0,0,0,0,0.012762021784438582,206
99,117,114,114,101,110,116,108,121,0,0,0,0.012754758423346224,206
97,118,97,105,108,97,98,108,101,0,0,0,0.012748320821809562,206
99,111,109,111,114,98,105,116,122,116,98,115,0.012804218232930938,206
111,99,99,117,112,97,110,99,121,0,0,0,0.012797360606352984,206
118,97,108,105,100,97,116,105,111,110,0,0,0.012790394630561,206
101,114,114,111,114,0,0,0,0,0,0,0,0.012785233133119649,206
102,105,110,100,0,0,0,0,0,0,0,0,0.012781174368147989,206
97,118,97,105,108,97,98,105,108,105,116,121,0.012774301414229229,206
114,101,113,117,101,115,116,101,100,0,0,0,0.012767347875963722,206
114,111,111,109,115,110,116,97,116,0,0,0,0.012760168160777068,206
99,111,109,111,114,98,105,116,122,116,98,115,0.013300556545458544,206
99,111,109,111,114,98,105,116,122,116,98,115,0.013818492017320482,206
99,111,109,111,114,98,105,116,122,116,98,115,0.01404035521582734,206
112,114,111,100,117,99,116,0,0,0,0,0,0.01403338434511501,206
99,117,114,114,101,110,116,108,121,0,0,0,0.014025308892992786,206
97,118,97,105,108,97,98,108,101,0,0,0,0.014018105933687493,206
99,111,109,111,114,98,105,116,122,116,98,115,0.014031425860925643,206
99,97,117,103,104,116,0,0,0,0,0,0,0.01402543090442866,206
101,120,99,101,112,116,105,111,110,0,0,0,0.014017705302142776,206
108,97,112,115,97,110,103,0,0,0,0,0,0.014011120781853795,206
108,111,111,107,117,112,104,111,116,101,108,115,0.014013273828585911,206
99,111,109,111,114,98,105,116,122,116,98,115,0.014244776789357708,206
99,111,109,111,114,98,105,116,122,116,98,115,0.014432354776892004,206
99,111,109,111,114,98,105,116,122,116,98,115,0.014558101995327047,206
99,111,109,111,114,98,105,116,122,116,98,115,0.01480342303629389,206
112,114,111,100,117,99,116,0,0,0,0,0,0.014796212542868855,206
99,117,114,114,101,110,116,108,121,0,0,0,0.014787790591189271,206
97,118,97,105,108,97,98,108,101,0,0,0,0.01478025556920758,206
99,111,109,111,114,98,105,116,122,116,98,115,0.014790891807869303,206
104,111,116,101,108,0,0,0,0,0,0,0,0.014785347589326576,206
98,111,111,107,105,110,103,0,0,0,0,0,0.014778482717020152,206
102,97,105,108,101,100,0,0,0,0,0,0,0.014772595143329905,206
100,117,101,0,0,0,0,0,0,0,0,0,0.014769028623659973,206
104,111,116,101,108,0,0,0,0,0,0,0,0.014763504343105322,206
98,111,111,107,105,110,103,0,0,0,0,0,0.014756665511534643,206
101,114,114,111,114,0,0,0,0,0,0,0,0.014750981894777917,206
104,111,116,101,108,98,111,111,107,101,120,99,0.014743754709708623,206
99,111,109,111,114,98,105,116,122,104,111,116,0.014787296664918254,206
104,111,116,101,108,0,0,0,0,0,0,0,0.014781803001441388,206
108,97,112,115,97,110,103,0,0,0,0,0,0.014775037285730245,206
98,111,111,107,0,0,0,0,0,0,0,0,0.014770498115431949,206
115,101,114,118,105,99,101,0,0,0,0,0,0.014763612525065556,206
101,120,99,101,112,116,105,111,110,0,0,0,0.014755648359251963,206
102,97,105,108,101,100,0,0,0,0,0,0,0.014749834479413174,206
108,97,112,115,97,110,103,0,0,0,0,0,0.014743107636017015,206
115,101,114,118,105,99,101,0,0,0,0,0,0.01473625629865937,206
105,110,118,111,99,97,116,105,111,110,0,0,0.014728002099807926,206
114,101,113,117,101,115,116,117,114,108,0,0,0.014719353639657378,206
104,116,116,112,116,101,97,107,101,116,116,108,0.014747268582593828,206
110,115,116,97,116,117,115,109,101,115,115,97,0.014738577051894292,206
111,98,106,101,99,116,0,0,0,0,0,0,0.01473260363214348,206
102,111,117,110,100,110,115,101,114,118,101,114,0.01472386506907534,206
116,101,97,107,101,116,116,108,101,110,116,97,0.014715348130392086,206
99,111,109,111,114,98,105,116,122,116,98,115,0.015231847691239114,206
99,111,109,111,114,98,105,116,122,116,98,115,0.015718604523535126,206
99,111,109,111,114,98,105,116,122,116,98,115,0.016257370728757183,206
99,111,109,111,114,98,105,116,122,116,98,115,0.016648450209043025,206
99,111,109,111,114,98,105,116,122,116,98,115,0.016998091846805875,206
114,101,115,101,114,118,97,116,105,111,110,0,0.01698782005325488,206
99,97,110,0,0,0,0,0,0,0,0,0,0.016984102315490288,206
99,111,109,112,108,101,116,101,100,0,0,0,0.01697516012640135,206
112,108,101,97,115,101,0,0,0,0,0,0,0.01696835489959256,206
99,111,114,114,101,99,116,0,0,0,0,0,0.016960587429901565,206
99,117,115,116,111,109,101,114,0,0,0,0,0.016951857222187946,206
105,110,102,111,114,109,97,116,105,111,110,115,0.016941423029359755,206
116,114,121,0,0,0,0,0,0,0,0,0,0.016937142971585623,206
114,101,115,101,114,118,97,116,105,111,110,0,0.016926978077877942,206
99,97,110,0,0,0,0,0,0,0,0,0,0.016923292945271458,206
99,111,109,112,108,101,116,101,100,0,0,0,0.01691443943595701,206
112,108,101,97,115,101,0,0,0,0,0,0,0.016907697213972023,206
99,111,114,114,101,99,116,0,0,0,0,0,0.016900002995232973,206
101,109,97,105,108,0,0,0,0,0,0,0,0.016894254442498747,206
97,100,100,114,101,115,115,0,0,0,0,0,0.016886730999262658,206
114,101,115,101,114,118,97,116,105,111,110,0,0.01687665241124602,206
99,97,110,0,0,0,0,0,0,0,0,0,0.01687299352640441,206
112,114,111,99,101,115,115,101,100,0,0,0,0.016864069498785043,206
100,97,121,115,0,0,0,0,0,0,0,0,0.01685907643312102,206
99,111,114,114,101,99,116,0,0,0,0,0,0.016851439256798426,206
105,110,102,111,114,109,97,116,105,111,110,0,0.016841575802792268,206
116,114,121,0,0,0,0,0,0,0,0,0,0.016837356280114787,206
114,101,115,101,114,118,97,116,105,111,110,0,0.016827363050749885,206
99,97,110,0,0,0,0,0,0,0,0,0,0.016823730213435743,206
112,114,111,99,101,115,115,101,100,0,0,0,0.016814877983479925,206
102,105,114,115,116,0,0,0,0,0,0,0,0.016808792257787083,206
110,97,109,101,0,0,0,0,0,0,0,0,0.016804044268967516,206
99,111,110,116,97,105,110,115,0,0,0,0,0.016795770705255692,206
105,110,118,97,108,105,100,0,0,0,0,0,0.01678834884050226,206
100,97,116,97,0,0,0,0,0,0,0,0,0.01678370405998192,206
112,108,101,97,115,101,0,0,0,0,0,0,0.016777093174505375,206
99,111,114,114,101,99,116,0,0,0,0,0,0.01676955170505343,206
114,101,115,101,114,118,97,116,105,111,110,0,0.016759672364737282,206
116,114,121,0,0,0,0,0,0,0,0,0,0.01675550159195163,206
116,105,109,101,111,117,116,0,0,0,0,0,0.01674771877314618,206
101,120,99,101,112,116,105,111,110,0,0,0,0.01673888496663727,206
111,99,99,117,114,114,101,100,0,0,0,0,0.016730797503982445,206
114,111,108,108,98,97,99,107,111,110,116,105,0.01672090541706398,206
116,114,117,101,0,0,0,0,0,0,0,0,0.016715828383117925,206
111,114,100,101,114,0,0,0,0,0,0,0,0.016709985420094862,206
119,105,108,108,0,0,0,0,0,0,0,0,0.016705016903435725,206
114,111,108,108,101,100,0,0,0,0,0,0,0.016698386792096415,206
98,97,99,107,0,0,0,0,0,0,0,0,0.016693917971131195,206
98,111,111,107,105,110,103,0,0,0,0,0,0.016686589722451226,206
97,116,116,101,109,112,116,0,0,0,0,0,0.016678992849506136,206
116,105,109,101,100,0,0,0,0,0,0,0,0.01667329364187484,206
97,116,116,101,109,112,116,0,0,0,0,0,0.016665711888719122,206
98,111,111,107,105,110,103,0,0,0,0,0,0.01665841498381053,206
114,101,99,101,105,118,101,0,0,0,0,0,0.01665120148778936,206
101,114,114,111,114,0,0,0,0,0,0,0,0.0166452371831393,206
116,114,97,118,101,108,110,111,119,99,111,109,0.016635255922502954,206
115,101,114,118,105,99,101,0,0,0,0,0,0.016627894481745464,206
114,101,113,117,101,115,116,0,0,0,0,0,0.016620241794851384,206
115,112,101,99,105,102,105,101,100,0,0,0,0.016612029280695724,206
101,109,97,105,108,0,0,0,0,0,0,0,0.016606524221268987,206
97,100,100,114,101,115,115,0,0,0,0,0,0.01659933240561907,206
114,101,115,111,108,118,101,100,0,0,0,0,0.016591263977845248,206
116,114,97,118,101,108,110,111,119,99,111,109,0.016581379942736306,206
117,110,97,98,108,101,0,0,0,0,0,0,0.016575010699140177,206
97,112,112,114,111,112,114,105,97,116,101,108,0.01656499817634995,206
99,114,101,97,116,101,0,0,0,0,0,0,0.016558683524029512,206
98,97,99,107,101,110,100,0,0,0,0,0,0.016551919039270793,206
105,110,102,111,114,109,97,116,105,111,110,0,0.016542559302233636,206
114,101,113,117,105,114,101,100,0,0,0,0,0.016534605265806402,206
114,101,113,117,101,115,116,0,0,0,0,0,0.01652706705966853,206
116,114,121,0,0,0,0,0,0,0,0,0,0.01652303651622832,206
112,114,111,99,101,115,115,0,0,0,0,0,0.016515634282413164,206
114,101,115,101,114,118,97,116,105,111,110,0,0.016506186833751345,206
99,111,110,116,97,99,116,0,0,0,0,0,0.01649903807269613,206
117,115,0,0,0,0,0,0,0,0,0,0,0.01649628971167968,206
117,110,97,98,108,101,0,0,0,0,0,0,0.01649000541572969,206
97,100,100,0,0,0,0,0,0,0,0,0,0.01648665751617676,206
116,114,97,118,101,108,101,114,0,0,0,0,0.016478725101967347,206
99,111,110,102,105,114,109,97,116,105,111,110,0.01646933633115665,206
110,117,109,98,101,114,0,0,0,0,0,0,0.01646285937489577,206
99,117,114,114,101,110,116,108,121,0,0,0,0.01645413251388886,206
97,118,97,105,108,97,98,108,101,0,0,0,0.016446282765603445,206
119,105,108,108,0,0,0,0,0,0,0,0,0.01644150576522398,206
101,109,97,105,108,0,0,0,0,0,0,0,0.016436143933163325,206
99,111,110,102,105,114,109,97,116,105,111,110,0.016426829205215755,206
110,117,109,98,101,114,0,0,0,0,0,0,0.016420395713473313,206
98,101,99,111,109,101,115,0,0,0,0,0,0.016413514287570197,206
97,118,97,105,108,97,98,108,101,0,0,0,0.016405718783216897,206
101,114,114,111,114,0,0,0,0,0,0,0,0.016399975815258067,206
98,111,111,107,104,111,108,100,0,0,0,0,0.016392385988414807,206
101,114,114,111,114,0,0,0,0,0,0,0,0.01638665440020153,206
101,120,112,101,100,105,97,0,0,0,0,0,0.01637978543353895,206
98,111,111,107,0,0,0,0,0,0,0,0,0.016375212136644703,206
104,111,108,100,0,0,0,0,0,0,0,0,0.01637068988984099,206
114,101,113,0,0,0,0,0,0,0,0,0,0.016367027203954262,206
102,97,105,108,101,100,0,0,0,0,0,0,0.016361084521062993,206
101,114,114,111,114,0,0,0,0,0,0,0,0.0163553786547043,206
117,110,107,110,111,119,110,0,0,0,0,0,0.01634796576706799,206
99,114,101,97,116,101,0,0,0,0,0,0,0.016341860212432936,206
111,114,100,101,114,0,0,0,0,0,0,0,0.01633633823158167,206
117,110,101,120,112,101,99,116,101,100,0,0,0.01632772645245688,206
101,120,99,101,112,116,105,111,110,0,0,0,0.016319490648603812,206
106,97,118,97,0,0,0,0,0,0,0,0,0.016315065041234048,206
117,116,105,108,0,0,0,0,0,0,0,0,0.016310307708080084,206
109,105,115,115,105,110,103,114,101,115,111,117,0.016300798558235945,206
101,120,99,101,112,116,105,111,110,0,0,0,0.016292602849460127,206
102,105,110,100,0,0,0,0,0,0,0,0,0.016288208585962652,206
108,101,116,116,101,114,0,0,0,0,0,0,0.016281829189738705,206
99,111,117,110,116,114,121,0,0,0,0,0,0.016274457136600855,206
99,111,100,101,0,0,0,0,0,0,0,0,0.016270145593344137,206
117,107,0,0,0,0,0,0,0,0,0,0,0.016267581537698302,206
106,97,118,97,117,116,105,108,0,0,0,0,0.016259987794821767,206
109,105,115,115,105,110,103,0,0,0,0,0,0.016252948493453746,206
114,101,115,111,117,114,99,101,0,0,0,0,0.016245278305950482,206
101,120,99,101,112,116,105,111,110,0,0,0,0.016237157590320767,206
102,105,110,100,0,0,0,0,0,0,0,0,0.016232799228852554,206
108,101,116,116,101,114,0,0,0,0,0,0,0.016226473952376003,206
99,111,117,110,116,114,121,0,0,0,0,0,0.016219165578382277,206
99,111,100,101,0,0,0,0,0,0,0,0,0.01621488924246057,206
117,107,0,0,0,0,0,0,0,0,0,0,0.016212345295186736,206
106,97,118,97,0,0,0,0,0,0,0,0,0.016207990577108533,206
117,116,105,108,0,0,0,0,0,0,0,0,0.016203309140062055,206
108,111,99,97,108,101,0,0,0,0,0,0,0.0161973874970794,206
103,101,116,105,115,111,0,0,0,0,0,0,0.01619115414714174,206
99,111,117,110,116,114,121,0,0,0,0,0,0.016183884817201743,206
101,114,114,111,114,98,111,111,107,105,110,103,0.016178957970643268,206
104,111,116,101,108,0,0,0,0,0,0,0,0.016173579135728,206
114,117,108,101,115,0,0,0,0,0,0,0,0.016168029157077903,206
99,104,97,110,103,101,100,0,0,0,0,0,0.01616165995709051,206
116,105,109,101,0,0,0,0,0,0,0,0,0.016157191423085315,206
98,111,111,107,105,110,103,0,0,0,0,0,0.0161504715819783,206
101,114,114,111,114,99,111,117,112,111,110,0,0.01614148559441306,206
101,114,114,111,114,99,117,114,114,101,110,99,0.01613658752264721,206
101,114,114,111,114,99,117,115,116,111,109,101,0.016127212745876637,206
102,105,108,101,101,114,114,111,114,0,0,0,0.016119331635873244,206
101,114,114,111,114,99,117,115,116,111,109,101,0.016109990851210815,206
102,105,108,101,101,114,114,111,114,0,0,0,0.01610213533653294,206
99,117,115,116,111,109,101,114,0,0,0,0,0.016094560616644174,206
97,100,100,0,0,0,0,0,0,0,0,0,0.016091412887372973,206
102,97,105,108,101,100,0,0,0,0,0,0,0.01608574094672385,206
101,114,114,111,114,100,117,112,108,105,99,97,0.016082858657296896,206
101,114,114,111,114,112,114,105,99,101,109,105,0.01607479052224786,206
105,110,116,101,114,110,97,108,0,0,0,0,0.016067508536370328,206
97,112,112,108,105,99,97,116,105,111,110,0,0.01605917644297949,206
101,114,114,111,114,109,101,115,115,97,103,101,0.016105003414924324,206
101,120,99,101,112,116,105,111,110,104,111,116,0.016096080149143745,206
112,114,105,99,101,0,0,0,0,0,0,0,0.016090937155144577,206
99,104,97,110,103,101,100,0,0,0,0,0,0.01608472435114011,206
98,111,111,107,105,110,103,0,0,0,0,0,0.0160781644788893,206
101,114,114,111,114,117,110,107,110,111,119,110,0.016069004789284243,206
105,110,116,101,114,110,97,108,0,0,0,0,0.01606178814139385,206
97,112,112,108,105,99,97,116,105,111,110,0,0.01605353145653796,206
101,114,114,111,114,109,101,115,115,97,103,101,0.016098991509114192,206
101,120,99,101,112,116,105,111,110,102,97,105,0.016090604298488218,206
99,117,114,114,101,110,99,121,0,0,0,0,0.01608326052363888,206
99,111,110,118,101,114,115,105,111,110,0,0,0.016075004498779705,206
99,111,109,109,111,110,101,114,114,111,114,115,0.016067383950253367,206
116,110,111,119,101,114,114,111,114,97,116,116,0.016072919561925338,206
99,111,109,109,111,110,101,114,114,111,114,115,0.016122174138947103,206
109,121,115,116,105,113,117,101,98,111,111,107,0.016113241615969942,206
99,97,110,99,101,108,108,101,100,0,0,0,0.01614026538199134,412
112,114,111,100,117,99,116,0,0,0,0,0,0.01613352871473411,412
99,97,110,99,101,108,108,101,100,112,114,111,0.01612539883423299,412
99,108,105,101,110,116,0,0,0,0,0,0,0.016119595420695788,412
102,111,117,110,100,0,0,0,0,0,0,0,0.016114453564434816,412
115,121,115,116,101,109,0,0,0,0,0,0,0.016108234882563577,412
104,111,116,101,108,0,0,0,0,0,0,0,0.0161031016244622,412
112,114,101,99,97,110,99,101,108,0,0,0,0.01609583987996267,412
102,97,105,108,101,100,0,0,0,0,0,0,0.016090352924216348,412
99,97,110,99,101,108,0,0,0,0,0,0,0.01608485948546706,412
117,99,0,0,0,0,0,0,0,0,0,0,0.016082542923858165,412
104,111,116,101,108,0,0,0,0,0,0,0,0.016077429665261277,412
115,101,103,109,101,110,116,0,0,0,0,0,0.016070918422429473,412
109,117,108,116,105,0,0,0,0,0,0,0,0.016065647373143477,412
114,111,111,109,0,0,0,0,0,0,0,0,0.016061242527435137,412
112,97,114,116,105,97,108,0,0,0,0,0,0.016054814215752347,412
99,97,110,99,101,108,108,97,116,105,111,110,0.01604675800398628,412
109,117,108,116,105,114,111,111,109,112,97,114,0.016047336413558873,412
104,111,116,101,108,0,0,0,0,0,0,0,0.016042262021224708,412
99,111,110,102,105,114,109,97,116,105,111,110,0.01603393435457615,412
110,117,109,98,101,114,0,0,0,0,0,0,0.01602811647289835,412
102,111,117,110,100,0,0,0,0,0,0,0,0.016023057866813756,412
104,111,116,101,108,99,111,110,102,105,114,109,0.016015071887173098,412
110,117,109,98,101,114,0,0,0,0,0,0,0.016009274465969822,412
102,111,117,110,100,0,0,0,0,0,0,0,0.01600423332134533,412
111,114,100,101,114,0,0,0,0,0,0,0,0.015999195912049794,412
99,117,114,114,101,110,116,108,121,0,0,0,0.015991435341352247,412
112,114,111,99,101,115,115,101,100,0,0,0,0.015984035847401885,412
112,97,114,116,105,97,108,0,0,0,0,0,0.01597770684716309,412
99,97,110,99,101,108,108,97,116,105,111,110,0.015969791930374334,412
112,114,111,100,117,99,116,117,110,97,118,97,0.01596237670444257,412
112,108,101,97,115,101,0,0,0,0,0,0,0.015956796342298865,412
99,111,110,116,97,99,116,0,0,0,0,0,0.015950511899958837,412
99,117,115,116,111,109,101,114,0,0,0,0,0.01594339706314785,412
115,101,114,118,105,99,101,0,0,0,0,0,0.015937072102297216,412
112,108,101,97,115,101,0,0,0,0,0,0,0.01593151415098841,412
101,110,116,101,114,0,0,0,0,0,0,0,0.015926516439909298,412
99,117,115,116,111,109,101,114,115,0,0,0,0.01591889122286189,412
114,101,115,101,114,118,97,116,105,111,110,0,0.015910737648204203,412
99,111,110,102,105,114,109,97,116,105,111,110,0.015902628988754268,412
110,117,109,98,101,114,0,0,0,0,0,0,0.0158969414690325,412
112,108,101,97,115,101,0,0,0,0,0,0,0.01589142085235249,412
116,114,121,0,0,0,0,0,0,0,0,0,0.01588789831406126,412
108,97,116,101,114,0,0,0,0,0,0,0,0.01588300054435399,412
112,114,111,98,97,98,108,121,0,0,0,0,0.015876214670677978,412
114,101,115,101,114,118,97,116,105,111,110,0,0.01586812637126898,412
97,108,114,101,97,100,121,0,0,0,0,0,0.015862042334386782,412
112,114,111,99,101,115,115,101,100,0,0,0,0.01585481557106521,412
99,97,110,99,101,108,108,101,100,0,0,0,0.015848080779650286,412
112,108,101,97,115,101,0,0,0,0,0,0,0.015842604302631492,412
99,97,108,108,0,0,0,0,0,0,0,0,0.015838718575943076,412
117,115,0,0,0,0,0,0,0,0,0,0,0.015836322412210314,412
